id,words
308,"['can', 'lie', 'all', 'you', 'want', ',', 'mctrevor', ',', 'but', 'we', ""'re"", 'going', 'to', 'find', 'this', 'kid', ',', 'and', 'then', '.', 'well']"
309,['mctrevor']
310,"['did', 'mctrevor', 'say', '?']"
311,"['that', 'information', 'top', 'secret', 'until', 'the', 'trial', 'We', ""'ll"", 'deal', 'with', 'the', 'official', 'announcement', 'then', ':', 'what', ""'ll"", 'happen', 'to', 'mctrevor', 'in', 'the', 'meantime', '?']"
312,"['mctrevor', 'will', 'certainly', 'be', 'incarcerated', 'in', 'the', 'meantime', '.', 'Whoever']"
313,"['need', 'to', 'act', 'quickly', 'before', 'the', 'other', 'buffoons', 'hear', 'about', 'mctrevor', 'and', 'realize', 'they', ""'re"", 'next', 'the', 'detectives', 'still', 'do', ""n't"", 'suspect', 'you', '?']"
314,"[',', 'with', 'all', 'the', 'evidence', 'you', 'gathered', 'and', 'the', 'papers', 'from', 'mctrevor', ',', 'i', 'think', 'we', 'have', 'everything', 'we', 'need', 'on', 'harry', 'anslow', '.', 'i']"
315,"['Ttor', 'ha', 'including', 'the', 'ones', 'from', 'mctrevor', ""'s"", 'fake', 'company', 'The', 'front', 'for', 'the', 'weapons', 'operation', ':', 'So']"
316,"['were', 'okay', 'with', 'tying', 'mctrevor', 'up', ',', 'why', ""'s"", 'it', 'different', 'when', 'it', ""'s"", 'not', 'in', 'his', 'house', '?']"
317,"['much', ',', 'unfortunately', 'he', ""'s"", 'not', 'as', 'stupid', 'as', 'mctrevor', 'he', 'knows', 'better', 'than', 'to', 'hide', 'traces', 'of', 'the', 'operation', 'in', 'his', 'office', 'let', ""'s"", 'hurry', 'then', ':', 'we', 'wo', ""n't"", 'have', 'a', 'lot', 'of', 'time', 'before', 'the', 'police', 'get', 'here', 'thvd', 'Hold', 'on', 'officer', '.', 'Are']"
318,"[""'re"", 'the', 'ones', 'that', 'got', 'mctrevor', '!']"
319,['Mctrevor']
320,"['case', 'is', 'almost', 'as', 'easy', 'as', 'mctrevor', ""'s"", '.', 'the']"
321,"[""'s"", 'the', 'same', 'logo', 'as', 'the', 'one', 'on', 'mctrevor', ""'s"", 'files', 'kazun', ""'"", 'transaction', 'concluded', '.', 'report']"
322,"['of', 'them', 'had', 'this', 'logo', 'dc', 'which', 'we', 'also', 'found', 'on', 'mctrevor', ""'s"", 'stuff', '.', 'and']"
323,"['blew', 'up', 'a', 'train', 'station', 'full', 'of', 'civilians', 'just', 'to', 'kill', 'one', 'man', ':', 'who', 'knows', 'what', 'he', ""'d"", 'do', 'to', 'ruin', 'any', 'progress', 'we', 'were', 'making', 'with', 'mctrevor', 'and', 'the', 'others', '.', 'The']"
324,"['directing', 'a', 'weapons', 'import', 'operation', 'for', 'the', 'leader', 'and', 'that', 'mctrevor', 'was', 'involved', 'of', 'Mctrevor', 'led', 'us', 'to', 'anslow', 'who', 'had', 'that', 'photograph', ',', 'but', 'nothing', 'else', 'useful', '.', 'then']"
325,"['then', 'there', ""'s"", 'everything', 'else', 'we', 'found', 'the', 'company', 'seal', 'on', 'mctrevor', 'and', 'flemmings', ""'s"", 'papers', 'report', 'teton', 'transachon', 'aeoncluded', 'The', 'stains', 'on', 'flemmings', ""'s"", 'clothes', '.', 'Whatever']"
326,"['four', 'morons', 'who', 'got', 'arrested', 'are', 'out', 'of', 'the', 'picture', 'now', 'we', 'have', 'the', 'next', 'steps', 'perfectly', 'under', 'control', 'our', 'project', 'was', 'almost', 'exposed', 'to', 'the', 'police', 'nothing', 'exclldes', 'that', 'they', 'could', 'establish', 'a', 'common', 'denominator', 'between', 'mctrevor', 'and', 'the', 'others', '.', 'the']"
327,"[""'s"", 'the', 'same', 'logo', 'as', 'on', 'mctrevor', ""'s"", 'papers', '.', '#']"
328,"['people', 'take', 'care', 'of', 'the', 'papertrail', ',', 'i', 'clean', 'the', 'money', 'Give', 'me', 'the', 'names', 'of', 'the', 'people', 'you', ""'re"", 'working', 'with', 'and', 'their', 'responsibilities', '.', 'Harry']"
329,"['hyacinth', 'Episode', 'Apdi', 'please', 'stand', 'asidei', 'Were', 'looking', 'for', 'harry', 'anslowi', 'If', 'you', 'have', 'information', 'come', 'forwardi', 'else', ',', 'step', 'aside', '!']"
330,"['harry', 'anslow', 'knows', 'something', 'y', 'a', 'he', 'had', 'that', 'photograph', 'for', 'a', 'reason', '.', 'i']"
331,"['perfect', 'Harry', 'anslow', '.', 'thtpp']"
332,"['or', 'harry', 'i', 'ca', ""n't"", 'remember', '.', 'Oh']"
333,"['took', 'it', 'from', 'harry', 'anslow', 'the', 'night', 'of', 'his', 'arrest', ',', 'did', ""n't"", 'you', '?']"
334,"['the', 'phantom', 'scythe', 'is', 'suicide', ':', 'so', 'i', 'want', 'take', 'down', 'as', 'many', 'people', 'as', 'i', 'can', 'with', 'me', '.', 'Harry']"
335,"['anslow', 'and', 'ryan', 'flemmings', '!']"
336,"[""'ve"", 'been', 'following', 'anslow', 'the', 'past', 'few', 'days', '.', 'He']"
337,"['we', ""'ll"", 'send', 'them', 'to', 'the', 'wrong', 'address', 'Il', 'leave', 'second', 'letter', 'there', 'with', 'the', 'actual', 'instructions', 'on', 'where', 'to', 'arrest', 'anslow', '.', 'their']"
338,"['you', 'find', 'anything', 'at', 'anslow', ""'s"", '?']"
339,"['a', 'small', 'locked', 'storage', 'room', 'and', 'set', 'everything', 'up', 'for', 'anslow', 'there', 'we', 'wo', ""n't"", 'be', 'disturbed', 'there', '.', 'at']"
340,"['on', ',', 'let', ""'s"", 'dance', ':', 'pvl', 'cuk', ""'"", 'Any', 'sign', 'of', 'anslow', '?']"
341,"['lure', 'anslow', 'there', 'so', 'you', 'can', 'knock', 'him', 'out', 'without', 'being', 'seen', ':', 'Get', 'yourself', 'a', 'cabernet', 'sauvignon', 'first', '.', 'he', ""'"", 'l']"
342,"['still', 'have', ""n't"", 'heard', 'from', 'kieran', ':', 'nor', 'have', 'i', 'dared', 'to', 'go', 'back', 'to', 'the', 'cave', 'not', 'slrprising', ',', 'considering', 'we', 'were', 'so', 'close', 'to', 'getting', 'calght', 'becalse', 'of', 'me', '.', 'Anslow']"
343,"['heard', 'my', 'voice', 'and', 'saw', 'part', 'of', 'my', 'face', ':', 'It', ""'s"", 'a', 'miracle', 'that', 'he', 'did', ""n't"", 'remember', 'it', '.', 'anslow']"
344,"['need', 'to', 'find', 'a', 'way', 'to', 'get', 'to', 'anslow', '.', 'i']"
345,"['all', ',', 'we', 'made', 'a', 'pact', 'to', 'not', 'kill', 'each', 'other', 'and', 'lucky', 'for', 'you', ',', 'i', 'am', 'a', 'man', 'of', 'my', 'word', 'so', 'officer', 'what', 'the', 'hell', 'did', 'you', 'see', 'in', 'anslow', ""'s"", 'notebook', '?']"
346,"['do', ""n't"", 'need', 'to', 'worry', 'about', 'anslow', '.', 'He']"
347,['anslow']
348,['anslow']
349,"['will', 'finally', 'be', 'able', 'to', 'see', 'anslow', 'tomorrow', 'x', 'dembrr', 'of', '4', ';', '20', '22nd', 'date', 'eduled', 'visit', 'I', 'wo', ""n't"", 'leave', 'until', 'i', 'get', 'my', 'answers', '.', 'f', '@']"
350,"['of', 'lune', ""'s"", 'convicts', '.', 'anslow']"
351,"['are', ""n't"", 'mad', 'because', 'i', 'killed', 'these', 'people', ':', 'You', ""'re"", 'mad', 'because', 'i', 'killed', 'anslow', '.', 'What']"
352,"['is', 'about', 'you', 'and', 'what', 'you', 'found', 'in', 'anslow', ""'s"", 'belongings', '.', 'you']"
353,"['You', 'are', ""n't"", 'mad', 'because', 'i', 'killed', 'these', 'people', ':', 'you', ""'re"", 'mad', 'because', 'i', 'killed', 'anslow', 'The', 'selfish', 'hypocrite', '?']"
354,"['went', 'gpip', 'too', 'far', ':', 'pryz', 'You', 'are', ""n't"", 'mad', 'because', 'i', 'killed', 'these', 'people', ':', 'You', ""'re"", 'mad', 'becaluse', 'i', 'killed', 'anslow', 'this', 'is', 'not', 'all', 'about', 'anslowi', 'Even', 'if', 'he', 'survived', 'i', 'selfish', 'hypocrite', 'Hw+']"
355,"['about', 'it', 'anslow', 'was', 'in', 'the', 'bar', 'for', 'while', 'before', 'he', 'woke', 'up', 'in', 'the', 'storage', 'room', ':', 'Lune', 'needed', 'to', 'trick', 'him', 'or', 'at', 'least', 'knock', 'him', 'out', '.', 'to']"
356,"['is', 'a', 'list', 'of', 'potential', 'lune', 'suspects', 'i', 'struck', 'off', 'the', 'names', 'of', 'the', 'officers', 'and', 'detectives', 'involved', 'in', 'the', 'golden', 'clover', 'raid', 'the', 'night', 'of', 'anslow', ""'s"", 'arrest', 'and', 'everyone', 'else', 'whose', 'alibi', 'has', 'already', 'been', 'verified', 'nothing', 'guarantees', 'lune', 'is', 'from', 'our', 'precinct', '.', 'but']"
357,"[""'s"", 'around', 'when', 'we', 'captured', 'anslow', 'ah', 'yes', '!']"
358,"['date', 'she', 'never', 'told', 'me', 'abolt', 'tup', 'It', 'was', 'a', 'relief', 'kieran', 'said', 'she', 'was', 'at', ""l'arlequin"", 'the', 'night', 'of', 'anslow', ""'s"", 'arrest', 'we', 'officially', 'crossed', 'her', 'off', 'the', 'list', 'but', 'if', 'it', ""'s"", 'really', 'as', 'i', 'suspect', ',', 'what', 'will', 'william', 'do', '?']"
359,"['your', 'friends', 'check', 'on', 'it', ',', 'they', ""'ll"", 'see', 'we', 'were', 'both', 'there', 'when', 'anslow', 'was', 'arrested', '.', 'hmm']"
360,"['i', ""'"", '1', 'p', 'joce', 'ika', 'nar', 'anslow', ""'s"", 'picture', '?']"
361,"['wanted', 'dirt', 'on', 'sake', ',', 'who', 'has', 'never', 'been', 'beloved', 'by', 'his', 'colleagues', ',', 'as', 'you', 'probably', 'noticed', '.', 'anslow']"
362,"['showed', 'up', 'in', 'the', 'middle', 'of', 'a', 'police', 'raid', 'to', 'anslow', 'in', 'cuffs', 'and', 'the', 'picture', 'gone', '.', 'but']"
363,"['you', 'do', ""n't"", 'want', 'this', 'picture', 'leaked', 'to', 'yolr', 'superiors', ',', 'get', 'me', 'anslow', ""'s"", 'photo', 'and', 'any', 'copies', 'of', 'it', '.', 'i']"
364,"['you', 'revealed', 'all', 'of', 'this', 'to', 'me', 'in', 'exchange', 'for', 'anslow', ""'s"", 'picture', '?']"
365,"['i', 'killed', 'these', 'people', ':', 'You', ""'re"", 'mad', 'because', 'i', 'killed', 'anslow', '.', 'what']"
366,"['we', 'calght', 'anslow', 'at', 'the', 'golden', 'clover', '.', 'hmm']"
367,"[',', 'i', ""'ll"", 'be', 'going', 'now', ',', 'officer', 'harvey', '.', 'got']"
368,"['harvey', 'wood', 'patrol', 'unit', 'i1th', 'precinct']"
369,"['ardhalis', 'police', 'department', 'You', 're', 'right', 'harvey', '!']"
370,"['harvey', 'do', ""n't"", 'tell', 'me', 'you', 'also', 'got', 'dragged', 'into', 'her', 'shenanigans', 'thp']"
371,"['we', ""'ve"", 'lost', 'them', 'wait', 'where', ""'s"", 'officer', 'harvey', '?']"
372,"[""n't"", 'stay', 'up', 'too', 'late', ',', 'harvey', 'Purple', 'hyacinth', 'This', 'episode', 'contains', 'images', 'of', 'graphic', 'violence', 'which', 'may', 'be', 'disturbing', 'to', 'some', 'readers', '.', 'discretion']"
373,"['hey', ',', 'harvey', 'you', ""'re"", 'still', 'there', '?']"
374,"['would', 'anyone', 'want', 'to', 'do', 'this', 'to', 'harvey', '?']"
375,"['just', 'assumed', 'harvey', 'went', 'home', 'I', 'doubt', 'harvey', 'could', 'have', 'had', 'any', 'personal', 'enemies', 'who', 'would', 'bother', 'to', 'go', 'to', 'such', 'expensive', 'extremes', 'to', 'get', 'rid', 'of', 'him', ':', 'I', ""'d"", 'guess', 'it', ""'s"", 'the', 'phantom', 'scythe', 'taunting', 'us', '.', 'avbf']"
376,"[',', 'that', ""'s"", 'quite', 'unushal', 'and', 'expensive', ',', 'whatever', 'the', 'message', 'the', 'killer', 'wanted', 'to', 'send', ':', 'I', 'wish', 'i', 'could', 'find', 'the', 'assassin', 'who', 'did', 'this', 'to', 'harvey', 'and', 'send', 'him', 'to', 'rot', 'in', 'jail', '.', 'i']"
377,"['I', 'could', ""'ve"", 'been', 'the', 'one', 'to', 'kill', 'harvey', ',', 'you', 'know', 'that', '?']"
378,"[':', 'i', 'see', '.', 'Harvey']"
379,"[':', 'harvey', 'wood', 'date', 'of', 'birth', ':', 'april', '17th', ',', 'xxo1', '.', 'function']"
380,"['still', '.', 'Harvey']"
381,"[""'s"", 'not', 'your', 'usual', 'uniform', ':', 'It', ""'s"", 'harvey', ""'s"", 'funeral', 'today', '.', 'Purple']"
382,"['Pf', ':', 'Oh', ',', 'harvey', 'my', 'dearest', 'grandson', ':', 'Why', '.', '?']"
383,['harvey']
384,"['yet', 'we', 'are', 'standing', 'here', 'mourning', 'the', 'death', 'of', 'a', 'traitor', 'We', 'trusted', 'harvey', '5', ""'"", 'Poor', 'lalren', ',', 'she', 'seems', 'really', 'upset', 'by', 'his', 'death', '.', 'We']"
385,"['All', 'my', 'years', 'of', 'research', 'lead', 'nowhere', 'because', 'of', 'this', 'guy', 'name', ':', 'harvey', 'wood', 'date', 'of', 'birth', ':', 'april', '17th', ',', 'xxo1', 'function', ':', 'spy', ',', '11th', 'precinct', ',', 'apd', 'in', 'service', 'since', ':', 'march', '23rd', ',', 'xx26', 'number', 'of', 'reports', ':', '34', '.', 'execution', 'day', ':', 'december', '2oth', ',', 'xx', 'Spies', 'like', 'him', 'make', 'sure', 'the', 'police', 'ca', ""n't"", 'touch', 'the', 'jay', 'nalr', 'phantom', 'scythe', ':', 'ae', 'y8', ',', '*', '45', 'casu', 'unsolvedd', 'unsolved', 'case', 'All', 'those', 'dropped', 'cases', 'and', 'suspected', 'criminals', 'r', 'let', 'free', 'no', 'wonder', '19th', ',', 'xx26', 'police', 'arrest', 'suspect', 'tim', 'sake', 'They', 'let', 'criminals', 'walk', 'the', 'streets', 'freely', '.', 'But']"
386,"['are', 'leaving', 'for', 'the', 'reception', 'at', 'harvey', ""'s"", 'house', ':', 'Are', 'you', 'coming', '?']"
387,"['huh', 'i', 'did', ""n't"", 'know', 'you', 'were', 'close', 'to', 'harvey', '.', 'i']"
388,"[""'m"", 'harvey', ""'s"", 'replacement', 'the', 'new', 'mole', '.', 'I']"
389,"['has', 'suspected', 'connections', 'to', 'your', 'precinct', 'harvey', 'had', 'to', 'be', 'replaced', 'and', 'i', 'was', 'available', '.', 'it']"
390,"['i', 'think', 'we', 'all', 'remember', 'him', ':', 'same', 'm.o', '.', 'as', 'harvey', 'golden', 'viper', 'venom', ':', 'His', 'body', 'is', 'still', 'warm', ',', 'he', 'must', ""'ve"", 'died', 'within', 'the', 'last', 'hour', ':', 'Which', 'means', 'the', 'killer', 'was', 'barely', 'out', 'the', 'door', 'when', 'the', 'acrobat', 'found', 'him', ':', 'Do', 'you', 'think', 'it', ""'s"", 'the', 'work', 'of', 'a', 'hitman', '?']"
391,"['else', 'could', 'link', 'harvey', 'and', 'sake', 'to', 'the', 'same', 'killer', '?']"
392,"['m.o', '.', 'as', 'harvey', '.', 'things']"
393,"['probably', 'by', 'the', 'same', 'assassin', 'who', 'tok', 'harvey', ""'s"", 'life', '.', 'royales']"
394,"['harvey', ',', 'less', 'than', 'month', 'ago', '.', 'And']"
395,"[""'s"", 'mlrders', 'do', ""n't"", 'seem', 'related', 'to', 'harvey', ""'s"", 'or', 'sake', ""'s"", '.', 'the']"
396,"['there', ""'s"", 'sake', ',', 'murdered', 'by', 'the', 'same', 'assassin', 'as', 'harvey', 'soon', 'after', 'the', 'night', 'that', 'weird', 'lady', 'supposedly', 'saw', 'lune', 'at', 'the', 'carmine', ':', 'december', '26th', ',', 'hmmm', '.', 'only']"
397,"['detective', 'wood', 'i', ""'m"", 'sorry', 'again', 'you', 'have', 'to', 'do', 'this', 'because', 'of', 'me', 'il', 'see', 'you', 'tomorrow', 'no']"
398,"['am', 'hecate', ',', 'enchantress', 'of', 'the', 'night', '.', 'I']"
399,"[""'re"", 'the', 'elites', '.', 'hephaestus']"
400,"['else', 'hugues', 'captnn', ',', 'herminn', 'imprecinct', '0', '8', '!']"
401,"['had', 'a', 'lot', 'on', 'my', 'mind', 'too', 'Drama', 'queens', 'slukr', 'Captain', 'hermann', ',', 'this', 'is', 'for', 'you', ',', 'sir', ':', 'Clackl']"
402,"[""'ll"", 'be', 'at', 'the', 'golden', 'clover', 'tomorrow', 'night', 'at', 'iopm', ',', 'per', 'his', 'routine', ':', 'i', ""'ll"", 'search', 'his', 'house', 'before', 'meeting', 'you', 'there', '.', 'hermann']"
403,"['they', ""'ve"", 'been', 'doing', 'an', 'incredible', 'job', 'infuriating', 'hermann', '.', 'oh']"
404,"['seem', 'quite', 'fond', 'of', 'that', 'music', 'box', 'are', ""n't"", 'y', 'Lal', 'we', 'should', 'really', 'go', 'back', 'to', 'the', 'precinct', 'they', 'are', 'probably', 'waiting', 'for', 'our', 'depositions', 'and', 'infuriating', 'hermann', 'is', 'really', 'not', 'on', 'my', 'bucket', 'list', 'this', 'morning', 'Golden', 'viper', ',', 'you', 'say', '?']"
405,"['the', 'way', '.', 'hermann']"
406,"[',', 'he', 'is', ""n't"", 'completely', 'wrong', 'but', 'to', 'be', 'honest', ',', 'i', 'think', 'this', 'is', 'personal', 'for', 'hermann', '.', 'The']"
407,"['only', 'a', 'couple', 'weeks', ',', 'lune', ""'s"", 'unmasked', 'more', 'phantom', 'scythe', 'members', 'than', 'hermann', 'ever', 'has', '.', 'and']"
408,"['would', ""n't"", 'be', 'surprised', 'if', '``', 'catching', 'lune', '``', 'is', 'just', 'hermann', 'glnning', 'for', 'a', 'promotion', ':', 'vmp']"
409,"['nothing', 'from', 'hermann', '?']"
410,"['only', 'weapon', 'i', 'saw', 'was', 'a', 'sword', 'of', 'all', 'things', ':', 'Remarkablei', 'captain', 'hermann', 'is', 'at', 'second', 'crime', 'scene', ',', 'waiting', 'for', 'you', 'to', 'report', '.', 'but']"
411,"['ain', 'hermann', 'is', 'here', '?']"
412,"['captain', 'hermann', 'ilth', 'precinct', 'ardhalis', 'police', 'department', 'Captain', 'hermann', '!']"
413,['hermann']
414,"[""'ve"", 'been', 'thinking', 'about', 'the', 'mission', 'hermann', 'gave', '4s', 'this', 'morning', '.', 'I']"
415,"[""'d"", 'rather', 'be', 'on', 'a', 'romantic', 'picnic', 'with', 'hermann', 'than', 'get', 'lost', 'with', 'you', 'again', '.', 'of']"
416,"['have', 'let', 'her', 'get', 'lost', 'in', 'the', 'city', 'alone', 'ah', ',', 'also', 'U', 'a', 'i', 'can', 'plan', 'a', 'romantic', 'picnic', 'between', 'you', 'and', 'hermann', 'anytime', 'you', 'want', '.', 'Please']"
417,"['really', 'want', 'to', 'find', 'lune', 'before', 'hermann', 'does', '.', 'Cliu']"
418,"['matter', 'the', 'culprit', 'this', 'is', 'what', 'hermann', 'chose', '4s', 'for', 'Pa', 'You', 'can', 'count', 'on', 'us', ',', 'march', '.', 'We']"
419,['hermann']
420,"[""'m"", 'sure', 'hermann', 'will', 'gladly', 'share', ':', 'ah', ',', 'by', 'the', 'way', ',', 'my', 'spying', 'turned', 'up', 'a', 'hunt', 'for', 'lune', 'suspects', 'in', 'the', 'precinct', '.', 'detective']"
421,"[""'m"", 'not', 'surprised', 'they', 'suspect', 'me', ':', 'i', 'have', ""n't"", 'been', 'at', 'any', 'of', 'the', 'phantom', 'scythe', 'arrests', 'lately', 'I', ""'m"", 'shocked', 'hermann', 'has', ""n't"", 'already', 'pinned', 'it', 'on', 'me', '.', 'he']"
422,"['all', 'this', ',', 'i', 'almost', 'forgot', 'hermann', 'needs', 'to', 'see', 'me', 'in', 'his', 'office', '!']"
423,"[';', 'it', ""'s"", 'you', ':', 'I', ""'m"", 'fixing', 'the', 'paperwork', 'for', 'hermann', ':', 'V']"
424,"['do', ""n't"", 'want', 'to', 'get', 'scolded', 'by', 'hermann', 'again', 'either', '.', 'that']"
425,"['have', 'something', 'to', 'give', 'hermann', ',', 'i', 'gless', '.', 'So']"
426,"['the', 'ticket', 'proceeds', 'all', 'g0', 'to', 'charity', 'huh', ';', 'hermann', 'mentioned', 'that', 'a', 'few', 'weeks', 'ago', '.', 'the']"
427,"['have', 'a', 'meeting', 'in', 'the', 'briefing', 'room', ':', 'you', 'better', 'go', 'before', 'i', 'request', 'you', 'three', 'as', 'my', 'next', 'shooting', 'practice', 'targets', 'after', 'that', ',', 'you', ""'d"", 'be', 'silent', 'forever', 'Greetings', ',', 'captain', 'hermanni', 'stfep', 'Good', 'morning', 'to', 'all', 'as', 'many', 'of', 'you', 'already', 'know', ',', 'two', 'high', 'priority', 'citizens', 'were', 'murdered', 'last', 'night', ',', 'in', 'the', '11th', 'precinct', '.', 'We']"
428,['Hermann']
429,"['viper', 'venom', 'might', 'be', 'expensive', ',', 'but', 'it', ""'s"", 'nothing', 'your', 'family', 'ca', ""n't"", 'afford', 'Hermann', ',', 'back', 'down', '.', 'We']"
430,"['officially', ',', 'at', 'least', ',', 'except', 'in', 'hermann', ""'s"", 'eyes', '.', 'With']"
431,"['hermann', '.', 'my']"
432,"['itmua', '[', 'w', 'captain', 'hermann', ',', 'if', 'i', 'may', 'interject', '.', 'lalren']"
433,"['hermann', 'gon', 'na', 'say', 'about', 'that', 'I', ""'"", 'l', 'deal', 'with', 'him', '.', 'i']"
434,"['it', 'was', ""n't"", 'for', 'hermann', 'pvil', 'No', ',', 'you', 'do', ""n't"", 'have', 'to', 'thank', 'me', '.', 'i']"
435,"['probably', 'would', ""'ve"", 'been', 'too', 'scared', 'to', 'face', 'hermann', 'again', ':', 'hahai', 'hahaha', ',', 'you', ""'re"", 'welcome', '.', 'Elows']"
436,['Hermann']
437,"[',', 'hermann', ""'s"", 'singling', 'yol', 'out', 'like', 'he', 'never', 'has', 'anyone', 'else', ':', 'I', 'suppose', 'i', 'gave', 'him', 'a', 'good', 'reason', 'to', '.', 'Then']"
438,['hermann']
439,"['can', 'call', 'hermann', 'over', 'to', 'revive', 'you', '.', 'Ahhhh']"
440,"['did', 'hermann', 'say', '?']"
441,"['Hermann', 'will', 'not', 'be', 'able', 'to', 'keep', 'you', 'on', 'suspension', 'without', 'more', 'evidence', '.', 'i']"
442,"['knowing', 'hermann', 'was', 'reviewing', 'the', 'candidatures', '.', '[']"
443,"['Hahaha', 'hahahahaha', 'ahhahahahi', 'h', 'Nh', 'Hermann', 'speaking', 'this', 'is', 'lieutenant', 'hap', 'hawkes', '.', 'requesting']"
444,"['hermann', 'wants', '4s', 'to', 'go', 'to', 'the', 'glass', 'factory', 'located', 'on', '73', 'sherbrooke', 'street', '.', 'more']"
445,"['jane', '0nn', 'f', 'unna', 'ta', '|', 'aa', 'Jne', 'aan', 'jne', 'dorroel', 'eroia', 'aaaal', 'rion', '|', 'avml', 'it', 'was', ""n't"", 'an', 'accident', '?']"
446,"['Lonely', 'traveler', ""'"", 's', 'inn', 'emplovee', 'onlv', 'Have', 'you', 'seen', 'ms', 'johnson', 'today', '?']"
447,"['johnson', ';', 'i', ""'ve"", 'brought', 'a', 'splint', 'for', 'your', 'wrist', 'stabilizing', 'it', 'will', 'hopefully', 'reduce', 'the', 'pain', 'and', 'the', 'risk', 'of', 'injury', '.', 'but']"
448,"['italian', 'pizza', 'cooper', 'sqq', 'which', 'is', 'typical', 'of', 'you', ':', 'but', 'seriously', 'what', 'were', 'you', 'up', 'to', '?']"
449,"['only', 'want', 'your', 'cooperation', 'answering', 'a', 'few', 'qlestions', 'What', 'do', 'you', 'mean', '?']"
450,"['torture', 'really', 'worked', 'i', 'would', ""n't"", 'be', 'here', 'today', 'we', 'already', 'know', 'about', 'your', 'involvement', 'in', 'this', 'operation', ',', 'there', ""'s"", 'no', 'use', 'denying', 'it', 'cooperate', 'and', 'perhaps', 'we', ""'ll"", 'let', 'you', 'and', 'the', 'people', 'you', 'care', 'about', 'live', 'while', 'longer', '.', 'you']"
451,"['you', 'want', 'the', 'kid', 'to', 'live', ',', 'you', ""'d"", 'better', 'cooperate', 'and', 'keep', 'your', 'mouth', 'shut', 'about', 'what', 'happened', 'tonight', '.', 'one']"
452,"[""'ll"", 'cooperate', ',', 'i', 'swear', '!']"
453,"['cooperation', 'has', 'been', 'much', 'appreciated', 'i', 'strongly', 'suggest', 'you', 'keep', 'it', 'up', 'for', 'the', 'police', 'if', 'you', 'want', 'your', 'trip', 'to', 'jail', 'to', 'be', 'painless', 'ckl', 'bam', ""'"", 'pwbl', 'ruble', 'Hutt', 'hdp', 'Wft']"
454,"['hyacinth', 'Episode', '0', 'detective', 'cooper', ',', 'you', 'will', 'be', 'in', 'charge', 'of', 'this', 'case', '.', 'detective']"
455,"['thank', 'you', 'for', 'your', 'understanding', 'and', 'cooperation', '.', 'How']"
456,"['you', 'for', 'your', 'cooperaton', '!']"
457,"['ca', ""n't"", 'believe', 'i', ""'m"", 'here', 'cooperating', 'with', 'him', 'just', 'like', 'before', '.', 'But']"
458,"['figured', 'you', 'might', 'not', 'be', 'very', 'cooperative', 'at', 'first', ',', 'so', 'i', 'took', 'precaltions', '.', 'If']"
459,"['unit', 'will', 'cooperate', 'with', 'other', 'precincts', 'to', 'look', 'for', 'the', 'culprit', '.', 'With']"
460,"['do', 'they', 'always', 'repeat', 'the', 'same', 'thing', 'every', 'year', 'At', 'least', 'now', 'that', 'i', ""'m"", 'retired', 'from', 'my', 'functions', 'in', 'the', 'royal', 'army', 'i', 'have', 'more', 'time', 'for', 'myself', 'and', 'my', 'dear', 'josephine', '.', 'As']"
461,"[""'re"", 'the', 'only', 'patrol', 'unit', 'on', 'scene', ',', 'i', 'do', ""n't"", 'know', 'what', 'it', ""'s"", 'my', 'job', ',', 'lieutenant', 'hawkes', 'we', ""'re"", 'here', 'maintain', 'peace', ',', 'we', 'should', 'never', 'answer', 'with', 'violence', 'unless', 'absolutely', 'unavoidable', 'but', 'you', 'said', 'your', 'unit', 'was', 'here', '!']"
462,"['am', 'afraid', 'that', 'lieutenant', 'hawkes', 'is', 'right', '.', 'Uncle']"
463,"['hawkes', 'speaking', 'We', 'are', 'at', 'the', 'intersection', 'of', 'delph', 'street', 'and', 'saint', 'isidore', 'street', '.', 'skzke']"
464,"['hawkes', '?']"
465,"['we', 'must', 'all', 'live', 'close', 'to', 'the', 'crime', 'scene', 'lieutenant', 'william', 'hawkes', 'patrol', 'unit', '1th', 'precinct', 'ardhalis', 'police', 'department', 'i']"
466,"['hawkes', '!']"
467,"['on', 'earth', 'are', 'you', 'doing', ',', 'hawkes', '?']"
468,"['hawkes', '?']"
469,"['i', ""'m"", 'lieutenant', 'hawkes', '.', 'We']"
470,"['hawkes', '?']"
471,"['if', 'i', 'startled', 'you', ':', 'i', ""'m"", 'afraid', 'i', 'overheard', 'your', 'conversation', ':', 'oh', 'we', ""'re"", 'so', 'sorry', 'mr', 'hawkes', '!']"
472,"['hawkes', ',', 'i', 'typed', 'up', 'the', 'schedule', 'you', 'asked', 'for', '!']"
473,"[""'s"", 'part', 'was', 'fine', 'but', 'because', 'of', 'yours', 'it', 'all', 'looks', 'sloppy', 'hawkes', 'unacceptable', 'this', ""does't"", 'send', 'very', 'good', 'image', 'of', 'you', 'to', 'our', 'higher', 'ups', 'bint', '/', 'bhnf', 'I', ""'ve"", 'never', 'seen', 'him', 'get', 'scolded', 'like', 'that', 'never', 'seen', 'him', 'make', 'a', 'mistake', 'either', '.', 'his']"
474,"['also', 'invited', 'the', 'hawkes', ',', 'so', 'expect', 'young', 'william', 'too', 'Feel', 'free', 'to', 'bring', 'your', 'mysterious', 'date', 'as', 'well', '.', 'I']"
